Results for running testme.c:
Iteration 1: c = [, s = rtt, state = 0
Iteration 665: c = }, s = esersr, state = 9
Iteration 666: c = ), s = es, state = 9
Iteration 667: c = }, s = , state = 9
Iteration 668: c = }, s = , state = 9
Iteration 669: c = }, s = , state = 9
Iteration 670: c = [, s = sttrs, state = 9
Iteration 671: c = (, s = , state = 9
Iteration 672: c = x, s = teetsr, state = 9
Iteration 673: c = a, s = eets, state = 9
Iteration 674: c = [, s = , state = 9
Iteration 675: c = ), s = tt, state = 9
Iteration 676: c = x, s = srers, state = 9
Iteration 677: c =  , s = ersstr, state = 9
Iteration 678: c = {, s = ttrsss, state = 9
Iteration 679: c = ], s = se, state = 9
Iteration 680: c = (, s = erstt, state = 9
Iteration 681: c = }, s = stetr, state = 9
Iteration 682: c = {, s = , state = 9
Iteration 683: c = x, s = , state = 9
Iteration 684: c = [, s = trrsrt, state = 9
Iteration 685: c = [, s = r, state = 9
Iteration 686: c = x, s = rtee, state = 9
Iteration 687: c =  , s = e, state = 9
Iteration 688: c = ), s = tsr, state = 9
Iteration 689: c = x, s = , state = 9
Iteration 690: c = x, s = ee, state = 9
Iteration 691: c = {, s = sre, state = 9
Iteration 692: c = {, s = s, state = 9
Iteration 693: c = [, s = sse, state = 9
Iteration 694: c = ], s = tr, state = 9
Iteration 695: c = [, s = eer, state = 9
Iteration 696: c = x, s = retsee, state = 9
Iteration 697: c =  , s = erre, state = 9
Iteration 698: c =  , s = , state = 9
Iteration 699: c = ], s = tr, state = 9
Iteration 700: c = ], s = s, state = 9
Iteration 701: c = {, s = tsrs, state = 9
Iteration 702: c =  , s = eesre, state = 9
Iteration 703: c = ], s = et, state = 9
Iteration 704: c = (, s = r, state = 9
Iteration 705: c = (, s = s, state = 9
Iteration 706: c = x, s = rsre, state = 9
Iteration 707: c = a, s = se, state = 9
Iteration 708: c = {, s = srsser, state = 9
Iteration 709: c = (, s = et, state = 9
Iteration 710: c = (, s = r, state = 9
Iteration 711: c = x, s = rtrse, state = 9
Iteration 712: c = ], s = te, state = 9
Iteration 713: c = a, s = se, state = 9
Iteration 714: c = ), s = ser, state = 9
Iteration 715: c = [, s = , state = 9
Iteration 716: c =  , s = s, state = 9
Iteration 717: c = x, s = stssee, state = 9
Iteration 718: c = ], s = t, state = 9
Iteration 719: c = a, s = , state = 9
Iteration 720: c = {, s = st, state = 9
Iteration 721: c = x, s = es, state = 9
Iteration 722: c = a, s = tersse, state = 9
Iteration 723: c = ), s = , state = 9
Iteration 724: c = ), s = rer, state = 9
Iteration 725: c = }, s = , state = 9
Iteration 726: c = ), s = , state = 9
Iteration 727: c = (, s = s, state = 9
Iteration 728: c = (, s = r, state = 9
Iteration 729: c = (, s = s, state = 9
Iteration 730: c = a, s = , state = 9
Iteration 731: c = x, s = , state = 9
Iteration 732: c = (, s = , state = 9
Iteration 733: c = [, s = rt, state = 9
Iteration 734: c =  , s = , state = 9
Iteration 735: c = (, s = seetrr, state = 9
Iteration 736: c = ], s = ttt, state = 9
Iteration 737: c = ), s = , state = 9
Iteration 738: c =  , s = sr, state = 9
Iteration 739: c =  , s = see, state = 9
Iteration 740: c = {, s = , state = 9
Iteration 741: c = }, s = sertsr, state = 9
Iteration 742: c = {, s = er, state = 9
Iteration 743: c =  , s = srs, state = 9
Iteration 744: c = (, s = et, state = 9
Iteration 745: c = ), s = trsrt, state = 9
Iteration 746: c = [, s = sre, state = 9
Iteration 747: c = [, s = sr, state = 9
Iteration 748: c = (, s = rsret, state = 9
Iteration 749: c = ], s = rert, state = 9
Iteration 750: c = }, s = , state = 9
Iteration 751: c = a, s = , state = 9
Iteration 752: c = ), s = , state = 9
Iteration 753: c =  , s = , state = 9
Iteration 754: c = ), s = te, state = 9
Iteration 755: c = [, s = , state = 9
Iteration 756: c = (, s = eesrts, state = 9
Iteration 757: c = x, s = ree, state = 9
Iteration 758: c = {, s = , state = 9
Iteration 759: c = [, s = r, state = 9
Iteration 760: c = ), s = trt, state = 9
Iteration 761: c = x, s = , state = 9
Iteration 762: c = ), s = rrrees, state = 9
Iteration 763: c = [, s = etett, state = 9
Iteration 764: c = ), s = sstsse, state = 9
Iteration 765: c = [, s = ttttrt, state = 9
Iteration 766: c = a, s = tstrse, state = 9
Iteration 767: c = [, s = , state = 9
Iteration 768: c = {, s = seeets, state = 9
Iteration 769: c = ), s = rtr, state = 9
Iteration 770: c = {, s = ete, state = 9
Iteration 771: c =  , s = rtsett, state = 9
Iteration 772: c = {, s = s, state = 9
Iteration 773: c = a, s = ttee, state = 9
Iteration 774: c = x, s = reeees, state = 9
Iteration 775: c = [, s = , state = 9
Iteration 776: c = (, s = rrrs, state = 9
Iteration 777: c = }, s = sterss, state = 9
Iteration 778: c = ], s = trrtte, state = 9
Iteration 779: c =  , s = , state = 9
Iteration 780: c = (, s = , state = 9
Iteration 781: c = ), s = steess, state = 9
Iteration 782: c = a, s = e, state = 9
Iteration 783: c = ], s = , state = 9
Iteration 784: c = }, s = rteets, state = 9
Iteration 785: c = ], s = eesre, state = 9
Iteration 786: c = x, s = teeett, state = 9
Iteration 787: c = ], s = , state = 9
Iteration 788: c = {, s = srt, state = 9
Iteration 789: c = [, s = te, state = 9
Iteration 790: c = a, s = rt, state = 9
Iteration 791: c = }, s = , state = 9
Iteration 792: c = (, s = ersrss, state = 9
Iteration 793: c = a, s = teress, state = 9
Iteration 794: c = {, s = e, state = 9
Iteration 795: c = x, s = te, state = 9
Iteration 796: c = x, s = er, state = 9
Iteration 797: c = [, s = rsstt, state = 9
Iteration 798: c = a, s = sestrs, state = 9
Iteration 799: c = }, s = , state = 9
Iteration 800: c = (, s = rt, state = 9
Iteration 801: c = ), s = ttrrrs, state = 9
Iteration 802: c = x, s = , state = 9
Iteration 803: c = ], s = s, state = 9
Iteration 804: c = x, s = , state = 9
Iteration 805: c =  , s = se, state = 9
Iteration 806: c = }, s = et, state = 9
Iteration 807: c =  , s = , state = 9
Iteration 808: c = [, s = , state = 9
Iteration 809: c = {, s = r, state = 9
Iteration 810: c = (, s = teerrr, state = 9
Iteration 811: c = ], s = , state = 9
Iteration 812: c = a, s = rsret, state = 9
Iteration 813: c = {, s = , state = 9
Iteration 814: c =  , s = r, state = 9
Iteration 815: c =  , s = ter, state = 9
Iteration 816: c = ], s = rsrs, state = 9
Iteration 817: c = a, s = sse, state = 9
Iteration 818: c = {, s = sse, state = 9
Iteration 819: c = }, s = rerrrr, state = 9
Iteration 820: c = x, s = , state = 9
Iteration 821: c = x, s = tettt, state = 9
Iteration 822: c = {, s = t, state = 9
Iteration 823: c = x, s = trrrts, state = 9
Iteration 824: c = {, s = rr, state = 9
Iteration 825: c = [, s = , state = 9
Iteration 826: c = (, s = rs, state = 9
Iteration 827: c = ), s = , state = 9
Iteration 828: c = {, s = t, state = 9
Iteration 829: c =  , s = e, state = 9
Iteration 830: c = [, s = eersrs, state = 9
Iteration 831: c = ), s = trrter, state = 9
Iteration 832: c = (, s = ess, state = 9
Iteration 833: c = a, s = tsestt, state = 9
Iteration 834: c = {, s = , state = 9
Iteration 835: c = {, s = ssst, state = 9
Iteration 836: c = x, s = srrtrs, state = 9
Iteration 837: c = a, s = , state = 9
Iteration 838: c = (, s = eeeett, state = 9
Iteration 839: c = {, s = stssse, state = 9
Iteration 840: c = [, s = e, state = 9
Iteration 841: c = a, s = stte, state = 9
Iteration 842: c = {, s = seerrs, state = 9
Iteration 843: c = ], s = rrrs, state = 9
Iteration 844: c = {, s = eeerse, state = 9
Iteration 845: c =  , s = , state = 9
Iteration 846: c = ], s = erstet, state = 9
Iteration 847: c = x, s = tr, state = 9
Iteration 848: c = ], s = ee, state = 9
Iteration 849: c = }, s = e, state = 9
Iteration 850: c =  , s = r, state = 9
Iteration 851: c = ), s = t, state = 9
Iteration 852: c = ), s = t, state = 9
Iteration 853: c = a, s = eser, state = 9
Iteration 854: c = (, s = sesrst, state = 9
Iteration 855: c = ), s = s, state = 9
Iteration 856: c = [, s = eessrs, state = 9
Iteration 857: c = ), s = tstee, state = 9
Iteration 858: c = x, s = rserre, state = 9
Iteration 859: c =  , s = t, state = 9
Iteration 860: c = a, s = er, state = 9
Iteration 861: c =  , s = , state = 9
Iteration 862: c = x, s = rssrer, state = 9
Iteration 863: c = }, s = , state = 9
Iteration 864: c = ], s = , state = 9
Iteration 865: c = a, s = tr, state = 9
Iteration 866: c = (, s = srss, state = 9
Iteration 867: c = }, s = tessr, state = 9
Iteration 868: c = (, s = t, state = 9
Iteration 869: c = (, s = rssert, state = 9
Iteration 870: c = [, s = stsere, state = 9
Iteration 871: c = (, s = sserrr, state = 9
Iteration 872: c = a, s = r, state = 9
Iteration 873: c = ), s = etser, state = 9
Iteration 874: c = a, s = r, state = 9
Iteration 875: c = {, s = rrss, state = 9
Iteration 876: c = [, s = , state = 9
Iteration 877: c = }, s = , state = 9
Iteration 878: c = ], s = , state = 9
Iteration 879: c = [, s = s, state = 9
Iteration 880: c = ), s = srs, state = 9
Iteration 881: c = (, s = , state = 9
Iteration 882: c = ), s = rrs, state = 9
Iteration 883: c = a, s = ttrr, state = 9
Iteration 884: c = (, s = trsrre, state = 9
Iteration 885: c = ), s = rrs, state = 9
Iteration 886: c = (, s = r, state = 9
Iteration 887: c = ], s = r, state = 9
Iteration 888: c = x, s = , state = 9
Iteration 889: c = }, s = , state = 9
Iteration 890: c =  , s = retstt, state = 9
Iteration 891: c = a, s = rrrses, state = 9
Iteration 892: c = {, s = t, state = 9
Iteration 893: c = ), s = ts, state = 9
Iteration 894: c = (, s = setr, state = 9
Iteration 895: c = ], s = se, state = 9
Iteration 896: c = }, s = strr, state = 9
Iteration 897: c = ], s = tr, state = 9
Iteration 898: c = (, s = , state = 9
Iteration 899: c = ], s = e, state = 9
Iteration 900: c = a, s = errtts, state = 9
Iteration 901: c = {, s = , state = 9
Iteration 902: c = a, s = ttss, state = 9
Iteration 903: c = }, s = erer, state = 9
Iteration 904: c = [, s = er, state = 9
Iteration 905: c = x, s = r, state = 9
Iteration 906: c = ), s = es, state = 9
Iteration 907: c = {, s = st, state = 9
Iteration 908: c = ), s = ess, state = 9
Iteration 909: c = }, s = rrrsss, state = 9
Iteration 910: c = }, s = , state = 9
Iteration 911: c = ), s = , state = 9
Iteration 912: c =  , s = , state = 9
Iteration 913: c = }, s = rttsrr, state = 9
Iteration 914: c = a, s = s, state = 9
Iteration 915: c =  , s = sssess, state = 9
Iteration 916: c = a, s = eeetrt, state = 9
Iteration 917: c = [, s = rr, state = 9
Iteration 918: c = ], s = rssrer, state = 9
Iteration 919: c = }, s = s, state = 9
Iteration 920: c = a, s = sesert, state = 9
Iteration 921: c = }, s = reeret, state = 9
Iteration 922: c = [, s = e, state = 9
Iteration 923: c = a, s = trsree, state = 9
Iteration 924: c = ], s = , state = 9
Iteration 925: c = ], s = ss, state = 9
Iteration 926: c = ), s = , state = 9
Iteration 927: c = a, s = tstess, state = 9
Iteration 928: c = ], s = rt, state = 9
Iteration 929: c = {, s = et, state = 9
Iteration 930: c = [, s = e, state = 9
Iteration 931: c = a, s = eet, state = 9
Iteration 932: c =  , s = tsstrt, state = 9
Iteration 933: c = }, s = eee, state = 9
Iteration 934: c = (, s = ssrts, state = 9
Iteration 935: c = {, s = es, state = 9
Iteration 936: c = (, s = rser, state = 9
Iteration 937: c = [, s = sretst, state = 9
Iteration 938: c = x, s = tr, state = 9
Iteration 939: c = x, s = se, state = 9
Iteration 940: c = {, s = rtrst, state = 9
Iteration 941: c = ), s = , state = 9
Iteration 942: c = a, s = erseee, state = 9
Iteration 943: c = (, s = etrt, state = 9
Iteration 944: c = ), s = errees, state = 9
Iteration 945: c = [, s = , state = 9
Iteration 946: c = [, s = , state = 9
Iteration 947: c = [, s = , state = 9
Iteration 948: c = [, s = eerter, state = 9
Iteration 949: c = ), s = , state = 9
Iteration 950: c = a, s = r, state = 9
Iteration 951: c = {, s = e, state = 9
Iteration 952: c = a, s = se, state = 9
Iteration 953: c = (, s = eerrrt, state = 9
Iteration 954: c = (, s = r, state = 9
Iteration 955: c = }, s = ees, state = 9
Iteration 956: c = a, s = rtrtee, state = 9
Iteration 957: c = (, s = ert, state = 9
Iteration 958: c = [, s = ttser, state = 9
Iteration 959: c = a, s = eersss, state = 9
Iteration 960: c = a, s = , state = 9
Iteration 961: c = (, s = treese, state = 9
Iteration 962: c = a, s = reers, state = 9
Iteration 963: c = (, s = srrr, state = 9
Iteration 964: c = (, s = e, state = 9
Iteration 965: c = a, s = , state = 9
Iteration 966: c = ), s = serss, state = 9
Iteration 967: c = ], s = ererre, state = 9
Iteration 968: c = ), s = , state = 9
Iteration 969: c = (, s = reeset, state = 9
Iteration 970: c = ], s = ee, state = 9
Iteration 971: c = {, s = ersrrr, state = 9
Iteration 972: c = a, s = ettses, state = 9
Iteration 973: c = ), s = rsttre, state = 9
Iteration 974: c = [, s = s, state = 9
Iteration 975: c = ], s = esrr, state = 9
Iteration 976: c = x, s = r, state = 9
Iteration 977: c = a, s = rrresr, state = 9
Iteration 978: c = (, s = , state = 9
Iteration 979: c = a, s = esss, state = 9
Iteration 980: c = ], s = re, state = 9
Iteration 981: c = a, s = setset, state = 9
Iteration 982: c = {, s = rterrs, state = 9
Iteration 983: c = {, s = , state = 9
Iteration 984: c = }, s = rter, state = 9
Iteration 985: c = a, s = eettte, state = 9
Iteration 986: c = x, s = , state = 9
Iteration 987: c = a, s = r, state = 9
Iteration 988: c = }, s = srs, state = 9
Iteration 989: c = }, s = srsesr, state = 9
Iteration 990: c = }, s = rs, state = 9
Iteration 991: c = }, s = trreet, state = 9
Iteration 992: c = }, s = rsr, state = 9
Iteration 993: c = (, s = estr, state = 9
Iteration 994: c = (, s = esrte, state = 9
Iteration 995: c = x, s = rstr, state = 9
Iteration 996: c = a, s = eeretr, state = 9
Iteration 997: c = [, s = r, state = 9
Iteration 998: c =  , s = steeee, state = 9
Iteration 999: c = [, s = see, state = 9
Iteration 1000: c = (, s = rrrter, state = 9
Iteration 1001: c = (, s = , state = 9
Iteration 1002: c = (, s = eetes, state = 9
Iteration 1003: c = [, s = tttr, state = 9
Iteration 1004: c = }, s = eeset, state = 9
Iteration 1005: c = [, s = , state = 9
Iteration 1006: c = ), s = ter, state = 9
Iteration 1007: c =  , s = es, state = 9
Iteration 1008: c = {, s = e, state = 9
Iteration 1009: c = ), s = rrsesr, state = 9
Iteration 1010: c = x, s = se, state = 9
Iteration 1011: c = {, s = es, state = 9
Iteration 1012: c = }, s = eseser, state = 9
Iteration 1013: c = x, s = rttr, state = 9
Iteration 1014: c = }, s = ts, state = 9
Iteration 1015: c = x, s = sreess, state = 9
Iteration 1016: c = {, s = , state = 9
Iteration 1017: c = x, s = t, state = 9
Iteration 1018: c = }, s = , state = 9
Iteration 1019: c = }, s = e, state = 9
Iteration 1020: c = a, s = , state = 9
Iteration 1021: c = {, s = teetts, state = 9
Iteration 1022: c = {, s = tetstr, state = 9
Iteration 1023: c = ], s = ettsrr, state = 9
Iteration 1024: c = {, s = e, state = 9
Iteration 1025: c = (, s = sr, state = 9
Iteration 1026: c = ], s = ers, state = 9
Iteration 1027: c = }, s = esrssr, state = 9
Iteration 1028: c = (, s = srr, state = 9
Iteration 1029: c = x, s = t, state = 9
Iteration 1030: c = [, s = re, state = 9
Iteration 1031: c = x, s = rrte, state = 9
Iteration 1032: c = ], s = set, state = 9
Iteration 1033: c = (, s = rs, state = 9
Iteration 1034: c = (, s = tt, state = 9
Iteration 1035: c = a, s = r, state = 9
Iteration 1036: c = ), s = , state = 9
Iteration 1037: c = x, s = , state = 9
Iteration 1038: c =  , s = eresrr, state = 9
Iteration 1039: c = (, s = setse, state = 9
Iteration 1040: c =  , s = es, state = 9
Iteration 1041: c = a, s = tr, state = 9
Iteration 1042: c = x, s = se, state = 9
Iteration 1043: c =  , s = , state = 9
Iteration 1044: c = ], s = rset, state = 9
Iteration 1045: c = (, s = ttet, state = 9
Iteration 1046: c = }, s = trestr, state = 9
Iteration 1047: c = ), s = essr, state = 9
Iteration 1048: c = a, s = t, state = 9
Iteration 1049: c = a, s = sserrs, state = 9
Iteration 1050: c = ], s = erssrr, state = 9
Iteration 1051: c = a, s = rsee, state = 9
Iteration 1052: c = }, s = , state = 9
Iteration 1053: c = (, s = s, state = 9
Iteration 1054: c = [, s = , state = 9
Iteration 1055: c = x, s = eeee, state = 9
Iteration 1056: c =  , s = rte, state = 9
Iteration 1057: c = ], s = ss, state = 9
Iteration 1058: c = }, s = t, state = 9
Iteration 1059: c = (, s = s, state = 9
Iteration 1060: c = a, s = , state = 9
Iteration 1061: c = [, s = e, state = 9
Iteration 1062: c = [, s = st, state = 9
Iteration 1063: c = (, s = s, state = 9
Iteration 1064: c = ), s = , state = 9
Iteration 1065: c = }, s = strr, state = 9
Iteration 1066: c = x, s = ree, state = 9
Iteration 1067: c = a, s = etser, state = 9
Iteration 1068: c = ), s = eses, state = 9
Iteration 1069: c = }, s = rttse, state = 9
Iteration 1070: c = (, s = re, state = 9
Iteration 1071: c = (, s = ssrtrs, state = 9
Iteration 1072: c = {, s = ss, state = 9
Iteration 1073: c = a, s = eseter, state = 9
Iteration 1074: c =  , s = , state = 9
Iteration 1075: c = [, s = s, state = 9
Iteration 1076: c = ], s = tret, state = 9
Iteration 1077: c = x, s = reee, state = 9
Iteration 1078: c = ), s = s, state = 9
Iteration 1079: c = ), s = tessss, state = 9
Iteration 1080: c = a, s = rtert, state = 9
Iteration 1081: c = {, s = ss, state = 9
Iteration 1082: c = (, s = , state = 9
Iteration 1083: c = a, s = , state = 9
Iteration 1084: c = ], s = tserss, state = 9
Iteration 1085: c = ), s = ree, state = 9
Iteration 1086: c =  , s = estrtt, state = 9
Iteration 1087: c = [, s = , state = 9
Iteration 1088: c = (, s = rtsrst, state = 9
Iteration 1089: c = (, s = , state = 9
Iteration 1090: c = x, s = tes, state = 9
Iteration 1091: c = ), s = t, state = 9
Iteration 1092: c = ], s = s, state = 9
Iteration 1093: c = ), s = e, state = 9
Iteration 1094: c =  , s = rtrtet, state = 9
Iteration 1095: c = {, s = e, state = 9
Iteration 1096: c = [, s = rsests, state = 9
Iteration 1097: c = ), s = tee, state = 9
Iteration 1098: c = ], s = rtrste, state = 9
Iteration 1099: c = ), s = r, state = 9
